법원명,사건번호,매각기일,주소,감정가,최저가,태그,주거형태,건물평수,조회수,경매/공매,임대여부,할인율
해남지원,2022타경2643[1],D-24,전라남도 해남군 해남읍 구교리 874-1,430678000,241180000,#유찰2회#특별매각조건#농지취득자격증명#맹지,전,3832,10,경매,0.0,0.44
남원지원,2022타경31553[1],D-24,전라북도 남원시 월락동 610-1,162137000,113496000,#유찰1회#농지취득자격증명#맹지,답,782,10,경매,0.0,0.3
인천지법,2023타경1205[1],D-24,"인천광역시 부평구 부평문화로115번길 42, 2층204호 (부평동,헤리움)",154000000,107800000,#유찰1회#선순위임차인,오피스텔(사무),18,9,경매,0.0,0.3
원주지원,2022타경502428[17],D-24,강원도 원주시 문막읍 포진리 661-1,195261000,66975000,#유찰3회#농지취득자격증명,답,609,9,경매,0.0,0.66
논산지원,2023타경336[4],D-24,충청남도 부여군 내산면 천보리 319,36794000,25756000,#유찰1회#농지취득자격증명,전,415,9,경매,0.0,0.3
통영지원,2022타경26658[1],D-24,경상남도 거제시 사등면 오량리 산113,311375000,249100000,#유찰1회#분묘기지권#맹지,임야,6361,9,경매,0.0,0.2
밀양지원,2022타경1607[2],D-24,경상남도 창녕군 대합면 대곡리 산27,1573500,1259000,#유찰1회#지분매각#분묘기지권#맹지,임야,180,9,경매,0.0,0.2
밀양지원,2022타경11079[2],D-24,"경상남도 밀양시 하남읍 대평4길 16, 2층202호",145000000,74240000,#유찰3회,다세대,25,9,경매,0.0,0.49
목포지원,2022타경3043[8],D-24,전라남도 신안군 신의면 하태동리 115-6,10038600,7027000,#유찰1회#재매각#농지취득자격증명,전,461,9,경매,0.0,0.3
장흥지원,2022타경6090[1],D-24,전라남도 장흥군 대덕읍 옹암리 산54-2,9492400,7594000,#유찰1회#지분매각#특별매각조건#맹지,임야,756,9,경매,0.0,0.2
장흥지원,2022타경6366[1],D-24,전라남도 장흥군 대덕읍 옹암리 193,2813250,2251000,#유찰1회#지분매각#특별매각조건#농지취득자격증명,전,138,9,경매,0.0,0.2
순천지원,2022타경5588[1],D-24,전라남도 고흥군 두원면 대전리 547-1,14331200,10032000,#유찰1회#농지취득자격증명#맹지,전,209,9,경매,0.0,0.3
순천지원,2023타경85[1],D-24,전라남도 순천시 황전면 죽청리 195-3,249056600,174340000,#유찰1회#분묘기지권#농지취득자격증명,전,7021,9,경매,0.0,0.3
순천지원,2023타경50257[1],D-24,전라남도 광양시 중군동 산165-3,27439800,19208000,#유찰1회#지분매각#특별매각조건#맹지,임야,1001,9,경매,0.0,0.3
군산지원,2022타경25620[1],D-24,"전라북도 익산시 중앙로5길 17, 1동 10층1019호 (창인동1가,익산역시그니처-에스주상복합)",153500000,36856000,#유찰4회#선순위임차인#임차권등기,아파트,12,9,경매,0.0,0.76
남원지원,2022타경931[2],D-24,전라북도 장수군 계남면 가곡리 704,55898000,39129000,#유찰1회#농지취득자격증명,답,890,9,경매,0.0,0.3
남원지원,2022타경931[3],D-24,전라북도 장수군 계남면 가곡리 716,72150000,50505000,#유찰1회#농지취득자격증명,답,1190,9,경매,0.0,0.3
안동지원,2022타경497[1],D-24,경상북도 봉화군 춘양면 애당리 219,460268000,322188000,#유찰1회#농지취득자격증명#맹지,전,1350,8,경매,0.0,0.3
안동지원,2022타경1988[2],D-24,"경상북도 안동시 풍천면 천년숲서로 43-16, 1층126호 (코아루프라임시티오피스텔2차)",335000000,234500000,#유찰1회,오피스텔(사무),12,8,경매,0.0,0.3
포항지원,2022타경2330[2],D-24,경상북도 포항시 남구 장기면 창지리 514-2,5241000,3669000,#유찰1회#지분매각,대지,12,8,경매,0.0,0.3
포항지원,2022타경2330[6],D-24,경상북도 포항시 남구 장기면 신계리 126,16753200,11727000,#유찰1회#지분매각#특별매각조건#농지취득자격증명,전,111,8,경매,0.0,0.3
포항지원,2023타경32222[2],D-24,"경상북도 포항시 북구 서동로47번길 7, 2층 201호",19000000,13300000,#유찰1회,오피스텔(사무),7,8,경매,0.0,0.3
포항지원,2023타경32222[4],D-24,"경상북도 포항시 북구 서동로47번길 7, 3층 304호",20000000,14000000,#유찰1회,오피스텔(사무),7,8,경매,0.0,0.3
통영지원,2022타경4382[1],D-24,경상남도 고성군 마암면 보전리 502,102554000,82043000,#유찰1회#농지취득자격증명#맹지,답,661,8,경매,0.0,0.2
밀양지원,2022타경12027[1],D-24,경상남도 밀양시 초동면 범평리 569,271000800,216801000,#유찰1회#지분매각#분묘기지권#특별매각조건,임야,2055,8,경매,0.0,0.2
목포지원,2022타경3043[14],D-24,전라남도 신안군 하의면 대리 104-1,5605600,3924000,#유찰1회#재매각#농지취득자격증명,전,303,8,경매,0.0,0.3
순천지원,2023타경50257[2],D-24,전라남도 광양시 중군동 산163-1,27109200,18976000,#유찰1회#지분매각#특별매각조건,임야,1001,8,경매,0.0,0.3
전주지법,2023타경2089[1],D-24,전라북도 김제시 죽산면 죽산리 329-1,4511709,3158000,#유찰1회#지분매각#농지취득자격증명,답,49,8,경매,0.0,0.3
남원지원,2023타경13[2],D-24,전라북도 남원시 인월면 성산리 333,12320000,8624000,#유찰1회#농지취득자격증명,답,134,8,경매,0.0,0.3
남원지원,2023타경30007[1],D-24,전라북도 남원시 덕과면 사율리 775,82377000,57664000,#유찰1회#농지취득자격증명,답,831,8,경매,0.0,0.3
대구지법,2022타경6775[9],D-24,"대구광역시 북구 한강로8길 13-17, 1층111호 (금호동,리버팰리스주건축물제1동)",397000000,277900000,#유찰1회,단지내상가,19,7,경매,0.0,0.3
포항지원,2022타경2330[4],D-24,경상북도 포항시 남구 장기면 학곡리 114,3074400,2152000,#유찰1회#지분매각#특별매각조건#농지취득자격증명,전,78,7,경매,0.0,0.3
포항지원,2023타경32222[3],D-24,"경상북도 포항시 북구 서동로47번길 7, 4층 404호",18000000,12600000,#유찰1회,오피스텔(사무),7,7,경매,0.0,0.3
통영지원,2022타경26290[1],D-24,경상남도 통영시 도산면 오륜리 964-2,277429000,221943000,#유찰1회#농지취득자격증명,전,532,7,경매,0.0,0.2
밀양지원,2022타경2044[1],D-24,경상남도 밀양시 하남읍 수산리 1125,107352000,85882000,#유찰1회#농지취득자격증명,답,387,7,경매,0.0,0.2
목포지원,2022타경3043[3],D-24,전라남도 신안군 신의면 하태동리 114-4,7185600,5030000,#유찰1회#재매각#법정지상권#농지취득자격증명,답,302,7,경매,0.0,0.3
목포지원,2022타경56528[1],D-24,전라남도 영암군 영암읍 한대리 산101-1,105264000,73685000,#유찰1회#지분매각,임야,10410,7,경매,0.0,0.3
순천지원,2022타경5687[2],D-24,전라남도 여수시 율촌면 산수리 1424,183585000,128510000,#유찰1회#농지취득자격증명,답,513,7,경매,0.0,0.3
남원지원,2022타경31751[1],D-24,전라북도 남원시 덕과면 사율리 60-1,935000,459000,#유찰2회#농지취득자격증명,답,17,7,경매,0.0,0.51
원주지원,2023타경486[2],D-24,강원도 횡성군 공근면 상동리 621-1,67787000,67787000,#신건#법정지상권,임야,387,6,경매,0.0,0.0
충주지원,2022타경34875[1],D-24,충청북도 음성군 음성읍 평곡리 292-11,979267000,783414000,#유찰1회#농지취득자격증명,임야,3854,6,경매,0.0,0.2
제천지원,2022타경7166[1],D-24,충청북도 제천시 청풍면 연론로 317-33 (에이동),1579921640,1263937000,#유찰1회#법정지상권#농지취득자격증명,공장,156,6,경매,0.0,0.2
논산지원,2023타경20828[2],D-24,충청남도 부여군 은산면 가곡리 307-2,32616000,22831000,#유찰1회#농지취득자격증명#맹지,전,412,6,경매,0.0,0.3
안동지원,2022타경886[1],D-24,경상북도 안동시 풍산읍 안교리 123-247,1447225000,1013058000,#유찰1회,답,462,6,경매,0.0,0.3
포항지원,2023타경32222[5],D-24,"경상북도 포항시 북구 서동로47번길 7, 3층 305호",20000000,14000000,#유찰1회,오피스텔(사무),7,6,경매,0.0,0.3
포항지원,2023타경32222[6],D-24,"경상북도 포항시 북구 서동로47번길 7, 4층 402호",20000000,14000000,#유찰1회,오피스텔(사무),8,6,경매,0.0,0.3
밀양지원,2022타경2044[2],D-24,경상남도 밀양시 하남읍 수산리 1144,92660000,74128000,#유찰1회#농지취득자격증명,답,342,6,경매,0.0,0.2
목포지원,2022타경3043[5],D-24,전라남도 신안군 신의면 하태동리 114-10,6092700,4265000,#유찰1회#재매각#농지취득자격증명,답,268,6,경매,0.0,0.3
해남지원,2022타경53498[1],D-24,전라남도 해남군 마산면 화내리 181-21,1053381000,589894000,#유찰2회#유치권,기타용지,889,6,경매,0.0,0.44
남원지원,2023타경13[1],D-24,전라북도 남원시 인월면 성산리 330-3,65828000,46080000,#유찰1회#농지취득자격증명,답,712,6,경매,0.0,0.3
논산지원,2023타경336[3],D-24,충청남도 부여군 내산면 천보리 317,18166000,12716000,#유찰1회#농지취득자격증명,전,209,5,경매,0.0,0.3
대구지법,2022타경6775[3],D-24,"대구광역시 북구 한강로8길 13-17, 1층107호 (금호동,리버팰리스주건축물제1동)",232000000,162400000,#유찰1회,단지내상가,11,5,경매,0.0,0.3
대구지법,2022타경6775[4],D-24,"대구광역시 북구 한강로8길 13-17, 1층113호 (금호동,리버팰리스주건축물제1동)",398000000,278600000,#유찰1회,단지내상가,16,5,경매,0.0,0.3
안동지원,2021타경1196[2],D-24,경상북도 봉화군 재산면 현동리 224,1906270,1334000,#유찰1회#지분매각#농지취득자격증명,전,31,5,경매,0.0,0.3
포항지원,2022타경2330[3],D-24,경상북도 포항시 남구 장기면 창지리 687,1934300,1354000,#유찰1회#지분매각#특별매각조건#농지취득자격증명#맹지,전,21,5,경매,0.0,0.3
장흥지원,2022타경6366[2],D-24,전라남도 장흥군 대덕읍 옹암리 221,1280300,1024000,#유찰1회#지분매각#특별매각조건#농지취득자격증명,전,63,5,경매,0.0,0.2
남원지원,2022타경31171[1],D-24,전라북도 남원시 덕과면 용산리 692-1,20019600,14014000,#유찰1회#농지취득자격증명#맹지,전,302,5,경매,0.0,0.3
남원지원,2022타경31621[1],D-24,전라북도 장수군 번암면 국포리 557,118450,58000,#유찰2회#지분매각#특별매각조건#맹지,전,4,5,경매,0.0,0.51
남원지원,2022타경31621[2],D-24,전라북도 장수군 번암면 국포리 559,741060,363000,#유찰2회#지분매각#특별매각조건#맹지,전,17,5,경매,0.0,0.51
논산지원,2022타경1011[3],D-24,"충청남도 논산시 연무읍 안심로 196-34, 1동 2층202호",130000000,91000000,#유찰1회,다세대,16,4,경매,0.0,0.3
대구지법,2022타경6775[2],D-24,"대구광역시 북구 한강로8길 13-17, 1층105호 (금호동,리버팰리스주건축물제1동)",366000000,256200000,#유찰1회,단지내상가,15,4,경매,0.0,0.3
밀양지원,2022타경12089[1],D-24,경상남도 창녕군 고암면 감리 산51-1,204039000,163231000,#유찰1회#분묘기지권,임야,13716,4,경매,0.0,0.2
대구지법,2022타경6775[1],D-24,"대구광역시 북구 한강로8길 13-17, 1층101호 (금호동,리버팰리스주건축물제1동)",482000000,337400000,#유찰1회,단지내상가,19,3,경매,0.0,0.3
안동지원,2022타경1988[1],D-24,"경상북도 안동시 풍천면 천년숲서로 43-16, 1층125호 (코아루프라임시티오피스텔2차)",286000000,200200000,#유찰1회,오피스텔(사무),11,3,경매,0.0,0.3
통영지원,2022타경3396[1],D-24,경상남도 거제시 아주동 산56-14,2256422000,1805138000,#유찰1회#분묘기지권,임야,4439,3,경매,0.0,0.2
밀양지원,2022타경1607[1],D-24,경상남도 창녕군 대합면 대곡리 502,9750000,7800000,#유찰1회#지분매각#분묘기지권#농지취득자격증명#맹지,전,99,3,경매,0.0,0.2
남원지원,2023타경30007[2],D-24,전라북도 남원시 덕과면 사율리 795,47511000,33258000,#유찰1회#농지취득자격증명,답,480,3,경매,0.0,0.3
논산지원,2022타경1011[1],D-24,"충청남도 논산시 연무읍 안심로 196-34, 1동 1층102호",127000000,88900000,#유찰1회,다세대,16,2,경매,0.0,0.3
논산지원,2022타경1011[2],D-24,"충청남도 논산시 연무읍 안심로 196-34, 1동 2층201호",130000000,91000000,#유찰1회,다세대,16,2,경매,0.0,0.3
대구지법,2022타경6775[5],D-24,"대구광역시 북구 한강로8길 13-17, 1층114호 (금호동,리버팰리스주건축물제1동)",236000000,165200000,#유찰1회,단지내상가,12,2,경매,0.0,0.3
대구지법,2022타경6775[6],D-24,"대구광역시 북구 한강로8길 13-17, 1층115호 (금호동,리버팰리스주건축물제1동)",324000000,226800000,#유찰1회,단지내상가,16,2,경매,0.0,0.3
대구지법,2022타경6775[8],D-24,"대구광역시 북구 한강로8길 13-17, 1층103호 (금호동,리버팰리스주건축물제1동)",522000000,365400000,#유찰1회,단지내상가,20,2,경매,0.0,0.3
밀양지원,2022타경1928[1],D-24,"경상남도 밀양시 하남읍 수산로 72, 1동 4층403호",155000000,124000000,#유찰1회,연립,24,2,경매,0.0,0.2
목포지원,2022타경3043[7],D-24,전라남도 신안군 신의면 하태동리 115-3,1382400,1382400,#재매각#농지취득자격증명,답,59,2,경매,0.0,0.0
전주지법,2023타경32899[3],D-24,전라북도 진안군 성수면 구신리 335-1,3409660,2387000,#유찰1회#지분매각#농지취득자격증명,답,39,2,경매,0.0,0.3
대구지법,2022타경119947[2],D-24,경상북도 영천시 청통면 대평리 426,104310000,73017000,#유찰1회#분묘기지권#농지취득자격증명,전,370,1,경매,0.0,0.3
남원지원,2022타경31744[1],D-24,전라북도 장수군 장수읍 대성리 517,9387930,6572000,#유찰1회#지분매각,전,85,1,경매,0.0,0.3
밀양지원,2022타경11994[1],D-24,경상남도 밀양시 초동면 검암리 100,166551000,133241000,#유찰1회#법정지상권#맹지,묘지,762,0,경매,0.0,0.2
미정,진행중,~ 2023.10.13 18:00 마감,경상남도 통영시 용남면 동달리 137-1 교육연구시설(창신대학교연수원),0,340000,#기타일반재산#유찰5회,교육연구시설,718,51,공매,0.0,-inf
미정,진행중,~ 2023.10.13 18:00 마감,부산광역시 북구 구포동 1227-5 기숙사,470505200,470505200,#기타일반재산#유찰1회,기숙사,100,32,공매,0.0,0.0
미정,진행중,~ 2023.10.13 18:00 마감,부산광역시 북구 구포동 1223-5 기숙사,1937726540,1937726540,#기타일반재산#유찰1회,기숙사,417,21,공매,0.0,0.0
미정,진행중,~ 2023.10.13 18:00 마감,부산광역시 북구 구포동 1259-34 오피스텔,925500000,925500000,#기타일반재산#유찰1회,오피스텔,182,7,공매,0.0,0.0
미정,준비중,시작 2023.09.26 14:00 ~,서울특별시 강서구 방화동 886 김포국제공항 광고매체,0,5752600000,#기타일반재산,판매시설,419,8,공매,1.0,-inf
창원지법,2021타경110413[1],D-21,"경상남도 김해시 구산로5번길 89, 211동 11층1106호 (구산동,구지마을2단지한일유앤아이)",195000000,13400000,#유찰12회#선순위임차인#임차권등기,아파트,19,1600,경매,0.0,0.93
수원지법,2021타경9615[1],D-21,"경기도 용인시 처인구 모현읍 능곡로 16-10, 2층201호 (엔-클래식)",241000000,13894000,#유찰8회#재매각#선순위임차인,다세대,16,804,경매,0.0,0.94
창원지법,2022타경605[1],D-21,경상남도 창원시 의창구 중동 중동토지구획정리사업지구22브록8노트22브록9노트,2304736720,1180025000,#유찰5회#토지지분#임차권등기,상가,317,736,경매,0.0,0.49
창원지법,2022타경105272[1],D-21,경상남도 김해시 가락로 345,1246981200,510763000,#유찰4회#선순위임차인#맹지,다가구,147,612,경매,0.0,0.59
수원지법,2022타경2215[1],D-21,"경기도 화성시 동탄순환대로29길 52, 2층203호 (영천동,신세계프라자)",1164000000,570360000,#유찰2회#재매각#선순위임차인,상가,73,517,경매,0.0,0.51
창원지법,2022타경106305[1],D-21,경상남도 창원시 진해구 중원동로 27-3,30529950,10004000,#유찰5회#맹지,단독주택,10,358,경매,0.0,0.67
창원지법,2022타경4850[1],D-21,경상남도 창원시 의창구 동읍 화양리 산148,95208000,31198000,#유찰5회#분묘기지권,임야,2400,351,경매,0.0,0.67
수원지법,2022타경7913[1],D-21,"경기도 수원시 팔달구 팔달문로4번길 18, 1층126호 (팔달로3가,수원뉴프라자)",90000000,30870000,#유찰3회,상가,3,346,경매,0.0,0.66
수원지법,2022타경10056[1],D-21,"경기도 화성시 동탄광역환승로 73, 207동 2층이230호 (오산동,동탄역반도유보라아이비파크8.0)",257000000,179900000,#유찰1회#임차권등기,단지내상가,12,260,경매,0.0,0.3
창원지법,2022타경2854[1],D-21,"경상남도 김해시 김해대로 1832, 101동 1층101호 (삼계동,명지세인트빌아파트)",256000000,163840000,#유찰2회,아파트,36,253,경매,0.0,0.36
거창지원,2022타경11034[2],D-21,"경상남도 거창군 거창읍 소만2길 10, 102동 9층908호 (하나로2차아파트)",247000000,247000000,#유찰2회,아파트,26,226,경매,0.0,0.0
수원지법,2022타경78199[1],D-21,"경기도 수원시 권선구 서수원로 607, 108동 20층2003호 (금곡동,강남아파트)",422000000,295400000,#유찰1회,아파트,26,188,경매,0.0,0.3
거창지원,2022타경11577[1],D-21,"경상남도 거창군 거창읍 시장길 47, 4층107호",149000000,76288000,#유찰3회#재매각,상가,57,166,경매,0.0,0.49
거창지원,2022타경11713[1],D-21,경상남도 함양군 마천면 덕전리 1037-1,6000000,1573000,#유찰6회#분묘기지권#농지취득자격증명,전,295,155,경매,0.0,0.74
수원지법,2022타경77752[1],D-21,"경기도 수원시 팔달구 경수대로 438, 8층825호 (인계동,현대하이엘)",69000000,48300000,#유찰1회,오피스텔(사무),8,153,경매,0.0,0.3
창원지법,2022타경2441[1],D-21,경상남도 김해시 진영읍 내룡리 695-4,2958549680,969458000,#유찰5회#유치권,단독주택,89,149,경매,0.0,0.67
창원지법,2022타경6221[1],D-21,"경상남도 창원시 진해구 안청북로 15, 306동 15층1504호 (청안동,부영아파트)",82000000,65600000,#유찰1회,아파트,16,143,경매,0.0,0.2
거창지원,2023타경10151[1],D-21,경상남도 거창군 거창읍 상림리 780,1074496600,687678000,#유찰2회#선순위임차인,단독주택,101,120,경매,0.0,0.36
수원지법,2022타경76742[1],D-21,"경기도 용인시 처인구 경안천로256번길 47-16, 103동 8층802호 (고림동,임원마을아파트)",282000000,197400000,#유찰1회,아파트,23,112,경매,0.0,0.3
창원지법,2022타경105586[6],D-21,"경상남도 김해시 월산로 13-25, 5층502호 (부곡동,선우빌딩)",125000000,32768000,#유찰6회#선순위임차인,상가,31,112,경매,0.0,0.74
거창지원,2022타경11034[1],D-21,경상남도 거창군 거창읍 강남로 226,825391160,825391160,#유찰1회#선순위임차인,상가,168,112,경매,0.0,0.0
창원지법,2022타경513[1],D-21,"경상남도 창원시 진해구 동진로 138, 1층122호 (덕산동,송림홈타운)",67000000,8992000,#유찰9회,단지내상가,12,107,경매,0.0,0.87
창원지법,2022타경105586[3],D-21,"경상남도 김해시 월산로 13-25, 5층501호 (부곡동,선우빌딩)",115000000,30146000,#유찰6회#선순위임차인,상가,28,104,경매,0.0,0.74
창원지법,2022타경101010[1],D-21,경상남도 김해시 진영읍 하계로 158,4855968200,3107820000,#유찰2회,공장,728,98,경매,0.0,0.36
창원지법,2022타경5938[2],D-21,경상남도 김해시 주촌면 원지리 산208-3,33292000,21307000,#유찰2회#맹지,임야,2457,93,경매,0.0,0.36
수원지법,2023타경377[1],D-21,경기도 화성시 송산면 용포리 563-2,56628000,39640000,#유찰1회#농지취득자격증명,답,110,89,경매,0.0,0.3
거창지원,2022타경11799[1],D-21,경상남도 함양군 유림면 서주리 226-2,57086000,18706000,#유찰5회#농지취득자격증명,답,508,89,경매,0.0,0.67
수원지법,2019타경525459[1],D-21,경기도 오산시 고현동 188-4,1317148560,922004000,#유찰1회#토지지분#선순위가처분#유치권,주유소,139,84,경매,0.0,0.3
수원지법,2022타경74227[1],D-21,"경기도 수원시 장안구 파장천로59번길 16, 2층201호 (파장동,광교스카이빌에이동)",230000000,112700000,#유찰2회#선순위임차인#임차권등기,다세대,15,84,경매,0.0,0.51
창원지법,2022타경5327[1],D-21,경상남도 김해시 명법동 294,71620000,36670000,#유찰3회#농지취득자격증명,전,62,73,경매,0.0,0.49
거창지원,2022타경11959[1],D-21,경상남도 거창군 거창읍 양평리 319,72094000,36912000,#유찰3회#형식적경매,대지,193,73,경매,0.0,0.49
수원지법,2022타경6859[1],D-21,경기도 화성시 우정읍 원안길 126-10 (1동),442250000,309575000,#유찰1회,상가,56,72,경매,0.0,0.3
창원지법,2022타경4645[2],D-21,경상남도 창원시 의창구 북면 외산리 1332-1,25680000,13148000,#유찰3회#농지취득자격증명,전,65,70,경매,0.0,0.49
수원지법,2022타경75107[1],D-21,경기도 화성시 양감면 대양리 산52-3,92996000,65097000,#유찰1회#형식적경매,임야,210,69,경매,0.0,0.3
창원지법,2022타경513[2],D-21,"경상남도 창원시 진해구 동진로 138, 1층132호 (덕산동,송림홈타운)",64000000,8590000,#유찰9회,단지내상가,12,64,경매,0.0,0.87
창원지법,2022타경4959[1],D-21,경상남도 김해시 생림면 인제로 760,709478350,363253000,#유찰3회,주유소,58,59,경매,0.0,0.49
창원지법,2022타경4645[1],D-21,경상남도 창원시 의창구 북면 외산리 1329,409830000,209833000,#유찰3회#분묘기지권#농지취득자격증명,과수원,867,56,경매,0.0,0.49
수원지법,2022타경78847[1],D-21,경기도 용인시 기흥구 보라동 산17-8,18329500,12831000,#유찰1회#지분매각,임야,16,51,경매,0.0,0.3
창원지법,2022타경110298[1],D-21,"경상남도 김해시 경원로 21, 302동 8층806호 (내동,현대아파트)",266000000,212800000,#유찰1회,아파트,26,50,경매,0.0,0.2
거창지원,2019타경454[1],D-21,경상남도 함양군 수동면 우명리 1056-1 공장동,2116103000,1083445000,#유찰3회,공장,1238,50,경매,0.0,0.49
수원지법,2022타경6859[2],D-21,경기도 화성시 우정읍 원안리 392-2,57231000,40062000,#유찰1회#농지취득자격증명#맹지,전,99,49,경매,0.0,0.3
수원지법,2022타경72757[1],D-21,경기도 화성시 향남읍 행정리 66-50,1978410000,1384887000,#유찰1회,임야,2850,46,경매,0.0,0.3
거창지원,2022타경11690[1],D-21,경상남도 거창군 가북면 해평리 1486,8534000,2238000,#유찰6회#분묘기지권#농지취득자격증명,전,152,45,경매,0.0,0.74
창원지법,2022타경5600[1],D-21,"경상남도 김해시 가야로 178, 5층508호 (삼계동,블루시티2)",123000000,78720000,#유찰2회,오피스텔(사무),15,39,경매,0.0,0.36
거창지원,2022타경1136[1],D-21,경상남도 함양군 지곡면 시목리 375,107820000,69005000,#유찰2회#분묘기지권#농지취득자격증명,임야,11737,34,경매,0.0,0.36
거창지원,2023타경10038[1],D-21,경상남도 거창군 거창읍 학리 1031-1,43016000,22024000,#유찰3회#농지취득자격증명,답,493,33,경매,0.0,0.49
수원지법,2022타경72634[1],D-21,경기도 용인시 처인구 김량장동 산17-2,2507724000,1755407000,#유찰1회#분묘기지권#선순위가등기#선순위가처분#형식적경매,임야,6168,32,경매,0.0,0.3
창원지법,2022타경6481[1],D-21,경상남도 김해시 관동동 산78,155038000,124030000,#유찰1회#지분매각#맹지,임야,700,31,경매,0.0,0.2
거창지원,2023타경10496[1],D-21,경상남도 함양군 지곡면 함양로 2176,106486670,68151000,#유찰2회#농지취득자격증명,창고,85,27,경매,0.0,0.36
수원지법,2022타경5382[5],D-21,"경기도 화성시 동탄첨단산업1로 14, 1층122호 (영천동,동탄케이밸리)",688000000,481600000,#유찰1회#건물만매각,상가,14,26,경매,0.0,0.3
거창지원,2023타경10373[4],D-21,"경상남도 함양군 안의면 광풍로 160, 6층 602호 (센트럴시티비동)",164000000,131200000,#유찰1회,아파트,22,25,경매,0.0,0.2
창원지법,2022타경5938[1],D-21,경상남도 김해시 주촌면 덕암리 산52-3,16820000,10765000,#유찰2회#분묘기지권#맹지,임야,80,24,경매,0.0,0.36
거창지원,2023타경352[1],D-21,"경상남도 거창군 거창읍 소만2길 10, 102동 1층101호 (하나로2차아파트)",491000000,392800000,#유찰1회,단지내상가,87,24,경매,0.0,0.2
거창지원,2023타경10090[1],D-21,경상남도 거창군 남상면 대산리 일반산업단지3블럭11로트 1호,1364317800,873163000,#유찰2회,공장,495,24,경매,0.0,0.36
거창지원,2023타경10298[1],D-21,경상남도 합천군 야로면 구정리 358,20000000,16000000,#유찰1회#선순위임차인,대지,59,24,경매,0.0,0.2
수원지법,2022타경5382[1],D-21,"경기도 화성시 동탄첨단산업1로 14, 1층118호 (영천동,동탄케이밸리)",688000000,481600000,#유찰1회#건물만매각,상가,14,21,경매,0.0,0.3
창원지법,2022타경108226[1],D-21,경상남도 김해시 한림면 안곡리 269-1,1764176000,722606000,#유찰4회#농지취득자격증명,답,1162,20,경매,0.0,0.59
창원지법,2022타경109229[1],D-21,"경상남도 김해시 활천로285번길 5-7, 3층305호 (삼방동,블루스카이 아파트)",118000000,75520000,#유찰2회,오피스텔(사무),16,18,경매,0.0,0.36
거창지원,2023타경239[1],D-21,경상남도 함양군 마천면 군자리 76,123648000,98918000,#유찰1회#농지취득자격증명,답,438,18,경매,0.0,0.2
창원지법,2022타경6030[1],D-21,"경상남도 김해시 삼안로112번길 49-1, 비동 3층301호 (삼방동,세종빌라)",89000000,71200000,#유찰1회,다세대,22,17,경매,0.0,0.2
거창지원,2023타경10519[1],D-21,경상남도 거창군 웅양면 군암리 154-1,18165144,11626000,#유찰2회#지분매각#농지취득자격증명,전,233,16,경매,0.0,0.36
창원지법,2022타경3161[25],D-21,"경상남도 김해시 활천로267번길 13, 2층243호 (삼방동,국제쇼핑타운)",8250000,2703000,#유찰5회,단지내상가,4,13,경매,0.0,0.67
창원지법,2022타경110120[1],D-21,경상남도 창원시 의창구 동읍 봉곡리 273,206226000,164981000,#유찰1회#농지취득자격증명,답,466,13,경매,0.0,0.2
거창지원,2023타경10434[1],D-21,경상남도 함양군 안의면 이전리 515-3,12639000,8089000,#유찰2회#지분매각#농지취득자격증명,답,128,13,경매,0.0,0.36
수원지법,2022타경5382[3],D-21,"경기도 화성시 동탄첨단산업1로 14, 1층120호 (영천동,동탄케이밸리)",688000000,481600000,#유찰1회#건물만매각,상가,14,12,경매,0.0,0.3
수원지법,2022타경5382[4],D-21,"경기도 화성시 동탄첨단산업1로 14, 1층121호 (영천동,동탄케이밸리)",688000000,481600000,#유찰1회#건물만매각,상가,14,12,경매,0.0,0.3
창원지법,2022타경3161[28],D-21,"경상남도 김해시 활천로267번길 13, 2층250호 (삼방동,국제쇼핑타운)",8180000,2680000,#유찰5회,단지내상가,4,12,경매,0.0,0.67
거창지원,2023타경10656[1],D-21,경상남도 합천군 합천읍 합천리 506,17668900,14135000,#유찰1회#지분매각,대지,11,12,경매,0.0,0.2
수원지법,2022타경5382[2],D-21,"경기도 화성시 동탄첨단산업1로 14, 1층119호 (영천동,동탄케이밸리)",688000000,481600000,#유찰1회#건물만매각,상가,14,10,경매,0.0,0.3
창원지법,2022타경3161[7],D-21,"경상남도 김해시 활천로267번길 13, 2층208호 (삼방동,국제쇼핑타운)",8670000,2841000,#유찰5회,단지내상가,5,10,경매,0.0,0.67
창원지법,2022타경3161[13],D-21,"경상남도 김해시 활천로267번길 13, 2층225호 (삼방동,국제쇼핑타운)",8130000,2664000,#유찰5회,단지내상가,4,10,경매,0.0,0.67
창원지법,2022타경3161[81],D-21,"경상남도 김해시 활천로267번길 13, 2층2-122호 (삼방동,국제쇼핑타운)",15100000,4948000,#유찰5회,단지내상가,7,10,경매,0.0,0.67
거창지원,2022타경12037[1],D-21,경상남도 거창군 주상면 도평리 942,74697000,59758000,#유찰1회#농지취득자격증명,답,1076,10,경매,0.0,0.2
거창지원,2023타경10632[1],D-21,경상남도 함양군 서상면 옥산리 산56,28181620,22545000,#유찰1회#지분매각#분묘기지권,임야,2189,10,경매,0.0,0.2
창원지법,2022타경3161[11],D-21,"경상남도 김해시 활천로267번길 13, 2층219호 (삼방동,국제쇼핑타운)",8610000,2821000,#유찰5회,단지내상가,5,9,경매,0.0,0.67
